"GEOID10","NAME","TOTAL_POPULATION","HISP_LAT_TOTAL","HISP_LAT_NONHISPANIC_LATINO","HISP_LAT_HISPANIC_LATINO","TOTAL_POP_WHITE","MEDIAN_AGE"
"36061000700","Census Tract 7, New York County, New York",8109,8109,7523,586,5696,29.7
"36061000800","Census Tract 8, New York County, New York",10290,10290,10075,215,964,36.3
"36061000900","Census Tract 9, New York County, New York",731,731,681,50,578,33
"36061001001","Census Tract 10.01, New York County, New York",1434,1434,1223,211,1178,53.5
"36061001002","Census Tract 10.02, New York County, New York",6547,6547,2347,4200,1815,26.9
"36061001200","Census Tract 12, New York County, New York",3397,3397,2308,1089,2200,38.3
"36061001300","Census Tract 13, New York County, New York",4479,4479,4140,339,3084,29.8
"36061001401","Census Tract 14.01, New York County, New York",3005,3005,2595,410,2315,52.1
"36061001402","Census Tract 14.02, New York County, New York",2782,2782,1815,967,1142,30.5
"36061001501","Census Tract 15.01, New York County, New York",5518,5518,5050,468,3611,42.8
"36061001502","Census Tract 15.02, New York County, New York",7476,7476,6910,566,5319,26.2
"36061001600","Census Tract 16, New York County, New York",8478,8478,8203,275,1117,32.5
"36061001800","Census Tract 18, New York County, New York",8660,8660,7540,1120,2338,48.9
"36061002000","Census Tract 20, New York County, New York",4917,4917,1639,3278,1465,31.3
"36061002100","Census Tract 21, New York County, New York",6040,6040,5700,340,4719,28.4
"36061002201","Census Tract 22.01, New York County, New York",6398,6398,3606,2792,2349,38.5
"36061002202","Census Tract 22.02, New York County, New York",2189,2189,1714,475,1330,44.8
"36061002400","Census Tract 24, New York County, New York",5434,5434,2157,3277,1881,30.7
"36061002500","Census Tract 25, New York County, New York",4869,4869,2849,2020,965,28.6
"36061002601","Census Tract 26.01, New York County, New York",3772,3772,2094,1678,1678,40.8
"36061002602","Census Tract 26.02, New York County, New York",4227,4227,3292,935,2590,41.2
"36061002700","Census Tract 27, New York County, New York",1264,1264,1244,20,254,57
"36061002800","Census Tract 28, New York County, New York",7114,7114,4202,2912,3559,38.1
"36061002900","Census Tract 29, New York County, New York",6398,6398,5804,594,917,36.1
"36061003001","Census Tract 30.01, New York County, New York",4492,4492,3501,991,2732,36.3
"36061003002","Census Tract 30.02, New York County, New York",3106,3106,2316,790,2002,41.5
"36061003100","Census Tract 31, New York County, New York",2550,2550,2336,214,1550,36.5
"36061003200","Census Tract 32, New York County, New York",8234,8234,7397,837,6217,43.1
"36061003300","Census Tract 33, New York County, New York",5156,5156,4965,191,4389,38.8
"36061003400","Census Tract 34, New York County, New York",6612,6612,5505,1107,4865,40.9
"36061003601","Census Tract 36.01, New York County, New York",3393,3393,2208,1185,1424,41.6
"36061003602","Census Tract 36.02, New York County, New York",3151,3151,2661,490,2075,43.6
"36061003700","Census Tract 37, New York County, New York",2447,2447,2297,150,2141,39
"36061003800","Census Tract 38, New York County, New York",9237,9237,8256,981,6813,33.2
"36061003900","Census Tract 39, New York County, New York",5860,5860,5374,486,4806,52.3
"36061004000","Census Tract 40, New York County, New York",8651,8651,7823,828,6615,39.3
"36061004100","Census Tract 41, New York County, New York",7817,7817,7499,318,2445,30
"36061004200","Census Tract 42, New York County, New York",5145,5145,4715,430,3281,21.8
"36061004300","Census Tract 43, New York County, New York",4270,4270,3717,553,2750,29
"36061004400","Census Tract 44, New York County, New York",16538,16538,15332,1206,12772,46.8
"36061004500","Census Tract 45, New York County, New York",1136,1136,1070,66,851,36.3
"36061004700","Census Tract 47, New York County, New York",2524,2524,2340,184,2141,38.5
"36061004800","Census Tract 48, New York County, New York",7229,7229,6650,579,5527,35.8
"36061004900","Census Tract 49, New York County, New York",4942,4942,4674,268,4286,35.5
"36061005000","Census Tract 50, New York County, New York",5055,5055,4786,269,4228,40.5
"36061005200","Census Tract 52, New York County, New York",3408,3408,3232,176,2696,27
"36061005400","Census Tract 54, New York County, New York",4536,4536,4218,318,3778,52.4
"36061005501","Census Tract 55.01, New York County, New York",4204,4204,3930,274,3355,41.2
"36061005502","Census Tract 55.02, New York County, New York",2257,2257,2076,181,1787,45
"36061005600","Census Tract 56, New York County, New York",3322,3322,3013,309,2415,42.1
"36061005700","Census Tract 57, New York County, New York",2781,2781,2670,111,2413,47.5
"36061005800","Census Tract 58, New York County, New York",3512,3512,3229,283,2595,35.4
"36061005900","Census Tract 59, New York County, New York",5401,5401,5151,250,4545,35.1
"36061006000","Census Tract 60, New York County, New York",4511,4511,4312,199,3848,41.8
"36061006100","Census Tract 61, New York County, New York",5224,5224,4890,334,3977,23
"36061006200","Census Tract 62, New York County, New York",4437,4437,3773,664,2367,47.3
"36061006300","Census Tract 63, New York County, New York",6380,6380,6097,283,5699,46.3
"36061006400","Census Tract 64, New York County, New York",8090,8090,7475,615,6420,43.3
"36061006500","Census Tract 65, New York County, New York",6202,6202,5741,461,5079,29.3
"36061006600","Census Tract 66, New York County, New York",11740,11740,9552,2188,7583,37
"36061006700","Census Tract 67, New York County, New York",5461,5461,5083,378,4753,36.8
"36061006800","Census Tract 68, New York County, New York",7614,7614,7054,560,5777,50.4
"36061006900","Census Tract 69, New York County, New York",2759,2759,2598,161,2393,43.5
"36061007000","Census Tract 70, New York County, New York",8871,8871,8236,635,6763,40.3
"36061007100","Census Tract 71, New York County, New York",5429,5429,5118,311,4698,45.2
"36061007200","Census Tract 72, New York County, New York",8664,8664,8189,475,7104,44.4
"36061007300","Census Tract 73, New York County, New York",6215,6215,5865,350,5530,45.3
"36061007400","Census Tract 74, New York County, New York",4319,4319,4069,250,3324,49.3
"36061007500","Census Tract 75, New York County, New York",4159,4159,3934,225,3708,49
"36061007600","Census Tract 76, New York County, New York",2277,2277,2130,147,1232,41.8
"36061007700","Census Tract 77, New York County, New York",5966,5966,5498,468,5265,44.4
"36061007800","Census Tract 78, New York County, New York",8391,8391,7854,537,6068,39.3
"36061007900","Census Tract 79, New York County, New York",4442,4442,4175,267,3829,62.5
"36061008000","Census Tract 80, New York County, New York",5377,5377,5078,299,4486,44.1
"36061008100","Census Tract 81, New York County, New York",8047,8047,7093,954,6610,45.9
"36061008200","Census Tract 82, New York County, New York",3262,3262,3052,210,2538,35.9
"36061008300","Census Tract 83, New York County, New York",4092,4092,2828,1264,2503,32.6
"36061008400","Census Tract 84, New York County, New York",1595,1595,1496,99,778,35.8
"36061008601","Census Tract 86.01, New York County, New York",2618,2618,2482,136,1868,42
"36061008602","Census Tract 86.02, New York County, New York",0,0,0,0,0,0
"36061008603","Census Tract 86.03, New York County, New York",4799,4799,4579,220,4369,59.8
"36061008700","Census Tract 87, New York County, New York",6338,6338,5573,765,5087,41.7
"36061008800","Census Tract 88, New York County, New York",7026,7026,6565,461,5240,50
"36061008900","Census Tract 89, New York County, New York",5708,5708,4753,955,4295,32.8
"36061009000","Census Tract 90, New York County, New York",7883,7883,7346,537,5831,43.8
"36061009100","Census Tract 91, New York County, New York",6304,6304,5679,625,4768,46.9
"36061009200","Census Tract 92, New York County, New York",1806,1806,1674,132,1230,33.8
"36061009300","Census Tract 93, New York County, New York",8780,8780,7168,1612,6711,39.3
"36061009400","Census Tract 94, New York County, New York",73,73,69,4,58,50.5
"36061009500","Census Tract 95, New York County, New York",3040,3040,2772,268,2404,23.8
"36061009600","Census Tract 96, New York County, New York",155,155,139,16,104,47.5
"36061009700","Census Tract 97, New York County, New York",5224,5224,3913,1311,3135,41.8
"36061009800","Census Tract 98, New York County, New York",7316,7316,6889,427,5985,44
"36061009900","Census Tract 99, New York County, New York",1945,1945,1698,247,1442,39
"36061010000","Census Tract 100, New York County, New York",1992,1992,1825,167,1490,48.1
"36061010100","Census Tract 101, New York County, New York",1116,1116,977,139,545,50.7
"36061010200","Census Tract 102, New York County, New York",230,230,208,22,176,49.2
"36061010300","Census Tract 103, New York County, New York",2058,2058,1870,188,1341,44.1
"36061010400","Census Tract 104, New York County, New York",966,966,912,54,800,55.5
"36061010601","Census Tract 106.01, New York County, New York",7351,7351,7084,267,6814,48.4
"36061010602","Census Tract 106.02, New York County, New York",4875,4875,4600,275,3771,39.8
"36061010800","Census Tract 108, New York County, New York",9039,9039,8511,528,7765,33.9
"36061010900","Census Tract 109, New York County, New York",183,183,178,5,77,30.5
"36061011000","Census Tract 110, New York County, New York",7169,7169,6688,481,6099,34.3
"36061011100","Census Tract 111, New York County, New York",3512,3512,2836,676,2243,40.7
"36061011201","Census Tract 112.01, New York County, New York",992,992,947,45,867,48
"36061011202","Census Tract 112.02, New York County, New York",441,441,412,29,373,18.5
"36061011203","Census Tract 112.03, New York County, New York",1401,1401,1319,82,1199,43.3
"36061011300","Census Tract 113, New York County, New York",117,117,109,8,60,49.3
"36061011401","Census Tract 114.01, New York County, New York",1412,1412,1342,70,1283,37
"36061011402","Census Tract 114.02, New York County, New York",2397,2397,2292,105,2156,40
"36061011500","Census Tract 115, New York County, New York",2303,2303,1841,462,1248,30
"36061011600","Census Tract 116, New York County, New York",3543,3543,3231,312,2678,35.3
"36061011700","Census Tract 117, New York County, New York",3364,3364,2804,560,1960,30.4
"36061011800","Census Tract 118, New York County, New York",8767,8767,8342,425,7870,40
"36061011900","Census Tract 119, New York County, New York",1120,1120,917,203,565,58.6
"36061012000","Census Tract 120, New York County, New York",3971,3971,3801,170,3639,51.5
"36061012100","Census Tract 121, New York County, New York",8554,8554,7181,1373,6201,50.8
"36061012200","Census Tract 122, New York County, New York",3633,3633,3393,240,3346,42.8
"36061012400","Census Tract 124, New York County, New York",10218,10218,9536,682,8333,30.9
"36061012500","Census Tract 125, New York County, New York",2719,2719,2445,274,1442,40.4
"36061012600","Census Tract 126, New York County, New York",12774,12774,12136,638,11505,49
"36061012700","Census Tract 127, New York County, New York",6928,6928,5315,1613,4672,44.9
"36061012800","Census Tract 128, New York County, New York",6270,6270,6014,256,5898,48.5
"36061012900","Census Tract 129, New York County, New York",6038,6038,4928,1110,3782,36.1
"36061013000","Census Tract 130, New York County, New York",4195,4195,4027,168,3944,47.3
"36061013100","Census Tract 131, New York County, New York",2816,2816,2407,409,1943,36.6
"36061013200","Census Tract 132, New York County, New York",10590,10590,9872,718,8924,36.8
"36061013300","Census Tract 133, New York County, New York",6208,6208,4991,1217,4125,40.2
"36061013400","Census Tract 134, New York County, New York",11174,11174,10579,595,9708,38.7
"36061013500","Census Tract 135, New York County, New York",6596,6596,4419,2177,3700,39.5
"36061013600","Census Tract 136, New York County, New York",15344,15344,14444,900,13418,39
"36061013700","Census Tract 137, New York County, New York",6471,6471,6119,352,5136,41.5
"36061013800","Census Tract 138, New York County, New York",12444,12444,11620,824,10677,51
"36061013900","Census Tract 139, New York County, New York",9257,9257,8332,925,6981,50.1
"36061014000","Census Tract 140, New York County, New York",7813,7813,7434,379,7058,40.6
"36061014200","Census Tract 142, New York County, New York",4462,4462,4300,162,4203,49.5
"36061014300","Census Tract 143, New York County, New York",25,25,19,6,6,42
"36061014401","Census Tract 144.01, New York County, New York",4864,4864,4620,244,4335,41.5
"36061014402","Census Tract 144.02, New York County, New York",6743,6743,6327,416,5854,37.8
"36061014500","Census Tract 145, New York County, New York",5542,5542,5038,504,4179,30.4
"36061014601","Census Tract 146.01, New York County, New York",4274,4274,3987,287,3451,37.8
"36061014602","Census Tract 146.02, New York County, New York",7904,7904,7416,488,6712,42.5
"36061014700","Census Tract 147, New York County, New York",2755,2755,2535,220,1707,30.9
"36061014801","Census Tract 148.01, New York County, New York",2863,2863,2741,122,2522,45.5
"36061014802","Census Tract 148.02, New York County, New York",7066,7066,6687,379,6111,39.2
"36061014900","Census Tract 149, New York County, New York",5842,5842,5533,309,4895,43.8
"36061015001","Census Tract 150.01, New York County, New York",2294,2294,2225,69,2146,46
"36061015002","Census Tract 150.02, New York County, New York",5437,5437,5220,217,5065,46.5
"36061015100","Census Tract 151, New York County, New York",8306,8306,6112,2194,4071,39.5
"36061015200","Census Tract 152, New York County, New York",7275,7275,5748,1527,4771,32.1
"36061015300","Census Tract 153, New York County, New York",9320,9320,8801,519,7996,52.3
"36061015400","Census Tract 154, New York County, New York",13749,13749,12249,1500,10543,45.9
"36061015500","Census Tract 155, New York County, New York",9350,9350,8891,459,7875,42
"36061015601","Census Tract 156.01, New York County, New York",5345,5345,4664,681,3827,38.3
"36061015602","Census Tract 156.02, New York County, New York",2298,2298,1452,846,1009,34.8
"36061015700","Census Tract 157, New York County, New York",10751,10751,10099,652,9327,42.7
"36061015801","Census Tract 158.01, New York County, New York",5650,5650,5304,346,5050,36
"36061015802","Census Tract 158.02, New York County, New York",3346,3346,2768,578,2191,31.2
"36061015900","Census Tract 159, New York County, New York",9623,9623,9163,460,8330,51.1
"36061016001","Census Tract 160.01, New York County, New York",3744,3744,3593,151,3498,47
"36061016002","Census Tract 160.02, New York County, New York",3131,3131,2709,422,2384,29.5
"36061016100","Census Tract 161, New York County, New York",6437,6437,6053,384,5625,51.7
"36061016200","Census Tract 162, New York County, New York",9308,9308,5092,4216,1951,37.7
"36061016300","Census Tract 163, New York County, New York",6624,6624,6199,425,5779,51.6
"36061016400","Census Tract 164, New York County, New York",6127,6127,2747,3380,1949,29.3
"36061016500","Census Tract 165, New York County, New York",6402,6402,5886,516,5558,54.8
"36061016600","Census Tract 166, New York County, New York",7317,7317,3100,4217,2984,31.4
"36061016700","Census Tract 167, New York County, New York",6564,6564,6086,478,5761,45.5
"36061016800","Census Tract 168, New York County, New York",5675,5675,2944,2731,2075,44.4
"36061016900","Census Tract 169, New York County, New York",8108,8108,7150,958,6748,51
"36061017000","Census Tract 170, New York County, New York",7855,7855,3400,4455,2426,41.8
"36061017100","Census Tract 171, New York County, New York",8989,8989,8233,756,7628,51.9
"36061017200","Census Tract 172, New York County, New York",5504,5504,2024,3480,1710,31.7
"36061017300","Census Tract 173, New York County, New York",8939,8939,7528,1411,7033,50
"36061017401","Census Tract 174.01, New York County, New York",5248,5248,2892,2356,1341,36.1
"36061017402","Census Tract 174.02, New York County, New York",2093,2093,1275,818,455,33.3
"36061017500","Census Tract 175, New York County, New York",10820,10820,9955,865,9135,67.4
"36061017700","Census Tract 177, New York County, New York",9151,9151,6695,2456,5845,49.3
"36061017800","Census Tract 178, New York County, New York",3912,3912,1710,2202,1658,33.3
"36061017900","Census Tract 179, New York County, New York",9293,9293,8009,1284,7159,47.1
"36061018000","Census Tract 180, New York County, New York",7476,7476,2629,4847,2310,29.6
"36061018100","Census Tract 181, New York County, New York",8866,8866,7411,1455,6016,53.8
"36061018200","Census Tract 182, New York County, New York",6768,6768,2520,4248,1737,31.2
"36061018300","Census Tract 183, New York County, New York",8667,8667,7399,1268,6682,48.6
"36061018400","Census Tract 184, New York County, New York",7835,7835,3741,4094,1801,34.4
"36061018500","Census Tract 185, New York County, New York",4190,4190,3830,360,2955,60.9
"36061018600","Census Tract 186, New York County, New York",5701,5701,3762,1939,925,36
"36061018700","Census Tract 187, New York County, New York",8974,8974,7577,1397,6683,41.3
"36061018800","Census Tract 188, New York County, New York",6008,6008,2020,3988,1895,35
"36061018900","Census Tract 189, New York County, New York",11547,11547,6606,4941,4841,42.7
"36061019000","Census Tract 190, New York County, New York",3083,3083,2515,568,670,38.5
"36061019100","Census Tract 191, New York County, New York",8807,8807,7296,1511,6348,45.5
"36061019200","Census Tract 192, New York County, New York",3584,3584,1613,1971,879,30.4
"36061019300","Census Tract 193, New York County, New York",9009,9009,4968,4041,3759,42.4
"36061019400","Census Tract 194, New York County, New York",6558,6558,2570,3988,1574,31.4
"36061019500","Census Tract 195, New York County, New York",8197,8197,6448,1749,5677,43.9
"36061019600","Census Tract 196, New York County, New York",3931,3931,2079,1852,986,42.5
"36061019701","Census Tract 197.01, New York County, New York",641,641,551,90,383,30.3
"36061019702","Census Tract 197.02, New York County, New York",2090,2090,1693,397,639,41.3
"36061019800","Census Tract 198, New York County, New York",1914,1914,1563,351,410,45.9
"36061019900","Census Tract 199, New York County, New York",10064,10064,8749,1315,6774,34.5
"36061020000","Census Tract 200, New York County, New York",2581,2581,2248,333,616,41.7
"36061020101","Census Tract 201.01, New York County, New York",1731,1731,1520,211,1045,21.5
"36061020102","Census Tract 201.02, New York County, New York",3865,3865,2975,890,895,35.9
"36061020300","Census Tract 203, New York County, New York",3633,3633,3121,512,2015,20.8
"36061020500","Census Tract 205, New York County, New York",5322,5322,4793,529,3714,25.8
"36061020600","Census Tract 206, New York County, New York",2942,2942,2301,641,420,36.8
"36061020701","Census Tract 207.01, New York County, New York",3329,3329,2987,342,2257,30.5
"36061020800","Census Tract 208, New York County, New York",4591,4591,3925,666,756,36.5
"36061020901","Census Tract 209.01, New York County, New York",3673,3673,2041,1632,598,38.5
"36061021000","Census Tract 210, New York County, New York",6637,6637,5036,1601,452,42.3
"36061021100","Census Tract 211, New York County, New York",10330,10330,7596,2734,4801,38.7
"36061021200","Census Tract 212, New York County, New York",4412,4412,3832,580,395,45.6
"36061021303","Census Tract 213.03, New York County, New York",5619,5619,3505,2114,1145,38
"36061021400","Census Tract 214, New York County, New York",3001,3001,2741,260,221,47
"36061021500","Census Tract 215, New York County, New York",3068,3068,2380,688,282,34.1
"36061021600","Census Tract 216, New York County, New York",7556,7556,5839,1717,1885,37.8
"36061021703","Census Tract 217.03, New York County, New York",6,6,6,0,3,21.5
"36061021800","Census Tract 218, New York County, New York",6617,6617,5460,1157,1137,39.9
"36061021900","Census Tract 219, New York County, New York",6023,6023,2379,3644,1134,32.6
"36061022000","Census Tract 220, New York County, New York",5370,5370,4387,983,1077,35.2
"36061022102","Census Tract 221.02, New York County, New York",2175,2175,1846,329,343,42.5
"36061022200","Census Tract 222, New York County, New York",2644,2644,2150,494,529,34.2
"36061022301","Census Tract 223.01, New York County, New York",7917,7917,1510,6407,2454,33.8
"36061022302","Census Tract 223.02, New York County, New York",3385,3385,1137,2248,718,39.7
"36061022400","Census Tract 224, New York County, New York",6427,6427,4526,1901,749,34
"36061022500","Census Tract 225, New York County, New York",10149,10149,3536,6613,2726,39.7
"36061022600","Census Tract 226, New York County, New York",3778,3778,3175,603,412,36.6
"36061022700","Census Tract 227, New York County, New York",4864,4864,3448,1416,985,41.8
"36061022800","Census Tract 228, New York County, New York",5248,5248,4456,792,576,35.9
"36061022900","Census Tract 229, New York County, New York",8300,8300,2930,5370,2062,39.3
"36061023000","Census Tract 230, New York County, New York",8106,8106,6542,1564,774,34.8
"36061023100","Census Tract 231, New York County, New York",5865,5865,3818,2047,1262,42.2
"36061023200","Census Tract 232, New York County, New York",7980,7980,5518,2462,734,32.3
"36061023300","Census Tract 233, New York County, New York",6527,6527,3052,3475,1593,40.6
"36061023400","Census Tract 234, New York County, New York",4465,4465,3396,1069,603,33.6
"36061023501","Census Tract 235.01, New York County, New York",6004,6004,3472,2532,1108,40.5
"36061023502","Census Tract 235.02, New York County, New York",1819,1819,1486,333,178,32.8
"36061023600","Census Tract 236, New York County, New York",6404,6404,5410,994,219,41.3
"36061023700","Census Tract 237, New York County, New York",6811,6811,2940,3871,1633,39
"36061023801","Census Tract 238.01, New York County, New York",9723,9723,8345,1378,4897,44.9
"36061023802","Census Tract 238.02, New York County, New York",1938,1938,1580,358,1055,56.4
"36061023900","Census Tract 239, New York County, New York",2371,2371,1220,1151,454,40.1
"36061024000","Census Tract 240, New York County, New York",1648,1648,1099,549,430,44.5
"36061024100","Census Tract 241, New York County, New York",7642,7642,3421,4221,2113,48.2
"36061024200","Census Tract 242, New York County, New York",3396,3396,1937,1459,433,32.9
"36061024301","Census Tract 243.01, New York County, New York",3946,3946,1678,2268,915,40.2
"36061024302","Census Tract 243.02, New York County, New York",7370,7370,4203,3167,874,33.5
"36061024500","Census Tract 245, New York County, New York",14934,14934,2732,12202,3666,37.6
"36061024700","Census Tract 247, New York County, New York",7074,7074,1884,5190,2206,45.7
"36061024900","Census Tract 249, New York County, New York",1101,1101,303,798,235,39.5
"36061025100","Census Tract 251, New York County, New York",2526,2526,548,1978,693,37.9
"36061025300","Census Tract 253, New York County, New York",11236,11236,2243,8993,3628,37.6
"36061025500","Census Tract 255, New York County, New York",5771,5771,3073,2698,2786,32.5
"36061025700","Census Tract 257, New York County, New York",3876,3876,3209,667,1083,38.8
"36061025900","Census Tract 259, New York County, New York",3496,3496,2357,1139,725,32.9
"36061026100","Census Tract 261, New York County, New York",12087,12087,1092,10995,2712,38.1
"36061026300","Census Tract 263, New York County, New York",8729,8729,1341,7388,2698,42.2
"36061026500","Census Tract 265, New York County, New York",7021,7021,2372,4649,3485,39.8
"36061026700","Census Tract 267, New York County, New York",2173,2173,1415,758,1603,42.4
"36061026900","Census Tract 269, New York County, New York",8428,8428,1116,7312,2591,41.4
"36061027100","Census Tract 271, New York County, New York",8196,8196,2454,5742,3729,37.9
"36061027300","Census Tract 273, New York County, New York",6370,6370,4658,1712,4694,43.3
"36061027500","Census Tract 275, New York County, New York",2846,2846,2398,448,2229,48.2
"36061027700","Census Tract 277, New York County, New York",7086,7086,1087,5999,1974,52.6
"36061027900","Census Tract 279, New York County, New York",10292,10292,2389,7903,3819,38.6
"36061028100","Census Tract 281, New York County, New York",2867,2867,2481,386,2344,62
"36061028300","Census Tract 283, New York County, New York",7627,7627,2299,5328,2837,43.7
"36061028500","Census Tract 285, New York County, New York",7216,7216,1033,6183,2010,36.8
"36061028700","Census Tract 287, New York County, New York",4035,4035,1396,2639,1877,37.2
"36061029100","Census Tract 291, New York County, New York",11288,11288,1181,10107,2850,38.3
"36061029300","Census Tract 293, New York County, New York",9033,9033,1010,8023,2616,37.6
"36061029500","Census Tract 295, New York County, New York",6941,6941,3040,3901,3591,37.9
"36061029700","Census Tract 297, New York County, New York",161,161,80,81,77,46.5
"36061029900","Census Tract 299, New York County, New York",3834,3834,983,2851,879,39.2
"36061030300","Census Tract 303, New York County, New York",3753,3753,1650,2103,1886,36.3
"36061030700","Census Tract 307, New York County, New York",3434,3434,2467,967,2342,46.7
"36061030900","Census Tract 309, New York County, New York",8463,8463,2558,5905,2114,37.3
"36061031100","Census Tract 311, New York County, New York",2,2,0,2,2,0
"36061031703","Census Tract 317.03, New York County, New York",7709,7709,7145,564,5979,35.2
"36061031704","Census Tract 317.04, New York County, New York",5677,5677,5195,482,3731,38
"36061031900","Census Tract 319, New York County, New York",11,11,9,2,4,50.5
"36081000100","Census Tract 1, Queens County, New York",4949,4949,4464,485,3144,42.1
"36081000200","Census Tract 2, Queens County, New York",2829,2829,1292,1537,1179,30.3
"36081000400","Census Tract 4, Queens County, New York",4413,4413,1518,2895,1501,30.5
"36081000600","Census Tract 6, Queens County, New York",3729,3729,1427,2302,1427,30.3
"36081000700","Census Tract 7, Queens County, New York",4790,4790,3623,1167,3097,39.1
"36081000800","Census Tract 8, Queens County, New York",3360,3360,1282,2078,1358,30.7
"36081001000","Census Tract 10, Queens County, New York",3502,3502,1502,2000,1249,30.3
"36081001200","Census Tract 12, Queens County, New York",3871,3871,1832,2039,1706,31.4
"36081001400","Census Tract 14, Queens County, New York",3683,3683,1541,2142,1916,36.2
"36081001600","Census Tract 16, Queens County, New York",2831,2831,1128,1703,1155,32.9
"36081001800","Census Tract 18, Queens County, New York",2931,2931,1283,1648,1236,32.5
"36081001900","Census Tract 19, Queens County, New York",1076,1076,855,221,707,36
"36081002000","Census Tract 20, Queens County, New York",1797,1797,858,939,698,30.3
"36081002200","Census Tract 22, Queens County, New York",2077,2077,876,1201,876,37.8
"36081002400","Census Tract 24, Queens County, New York",2145,2145,908,1237,870,33.7
"36081002500","Census Tract 25, Queens County, New York",7571,7571,4577,2994,1353,31.4
"36081002600","Census Tract 26, Queens County, New York",2055,2055,1094,961,844,30.8
"36081002800","Census Tract 28, Queens County, New York",3033,3033,1309,1724,1167,32.1
"36081003000","Census Tract 30, Queens County, New York",1399,1399,652,747,690,41
"36081003100","Census Tract 31, Queens County, New York",1388,1388,696,692,662,31.3
"36081003200","Census Tract 32, Queens County, New York",1504,1504,685,819,558,35
"36081003300","Census Tract 33, Queens County, New York",2474,2474,1642,832,870,30.8
"36081003400","Census Tract 34, Queens County, New York",2201,2201,1038,1163,740,33.8
"36081003600","Census Tract 36, Queens County, New York",3295,3295,1644,1651,1069,28.9
"36081003700","Census Tract 37, Queens County, New York",0,0,0,0,0,0
"36081003800","Census Tract 38, Queens County, New York",2287,2287,1045,1242,962,33.8
"36081003900","Census Tract 39, Queens County, New York",1592,1592,762,830,674,38.1
"36081004001","Census Tract 40.01, Queens County, New York",2134,2134,1199,935,995,30.9
"36081004002","Census Tract 40.02, Queens County, New York",1270,1270,844,426,341,33
"36081004200","Census Tract 42, Queens County, New York",4120,4120,2301,1819,1157,31.6
"36081004300","Census Tract 43, Queens County, New York",2437,2437,1343,1094,685,30.6
"36081004401","Census Tract 44.01, Queens County, New York",3500,3500,2520,980,739,33.8
"36081004500","Census Tract 45, Queens County, New York",2975,2975,2409,566,1957,48.1
"36081004700","Census Tract 47, Queens County, New York",3984,3984,2571,1413,1588,32.4
"36081005000","Census Tract 50, Queens County, New York",29,29,6,23,13,0
"36081005100","Census Tract 51, Queens County, New York",2231,2231,1689,542,885,38.5
"36081005200","Census Tract 52, Queens County, New York",2751,2751,1696,1055,655,32.8
"36081005300","Census Tract 53, Queens County, New York",5340,5340,4247,1093,3140,35
"36081005400","Census Tract 54, Queens County, New York",5257,5257,3143,2114,2020,34.8
"36081005500","Census Tract 55, Queens County, New York",1067,1067,555,512,468,28.5
"36081005700","Census Tract 57, Queens County, New York",4321,4321,2870,1451,2413,35.3
"36081005800","Census Tract 58, Queens County, New York",5414,5414,3116,2298,3119,33.1
"36081005900","Census Tract 59, Queens County, New York",4169,4169,3134,1035,2858,37.2
"36081006100","Census Tract 61, Queens County, New York",5644,5644,4385,1259,3680,33.1
"36081006201","Census Tract 62.01, Queens County, New York",5128,5128,4032,1096,4326,46.5
"36081006202","Census Tract 62.02, Queens County, New York",6253,6253,4332,1921,4592,30.9
"36081006300","Census Tract 63, Queens County, New York",5949,5949,4572,1377,4015,29.7
"36081006501","Census Tract 65.01, Queens County, New York",3676,3676,2843,833,2465,31
"36081006502","Census Tract 65.02, Queens County, New York",3853,3853,2916,937,2736,30.8
"36081006900","Census Tract 69, Queens County, New York",4611,4611,3153,1458,2716,42.5
"36081007100","Census Tract 71, Queens County, New York",3963,3963,3124,839,2470,31.5
"36081007300","Census Tract 73, Queens County, New York",4231,4231,3371,860,2766,36.3
"36081007500","Census Tract 75, Queens County, New York",4116,4116,3116,1000,2726,40.5
"36081007700","Census Tract 77, Queens County, New York",1478,1478,960,518,765,30.4
"36081007900","Census Tract 79, Queens County, New York",3493,3493,2191,1302,1624,40.5
"36081008100","Census Tract 81, Queens County, New York",1188,1188,594,594,590,35
"36081008300","Census Tract 83, Queens County, New York",2950,2950,1683,1267,1396,36.2
"36081008500","Census Tract 85, Queens County, New York",1270,1270,662,608,567,27.3
"36081008600","Census Tract 86, Queens County, New York",2811,2811,1697,1114,1728,29.6
"36081008700","Census Tract 87, Queens County, New York",4582,4582,2626,1956,945,27.4
"36081008800","Census Tract 88, Queens County, New York",3095,3095,1938,1157,2161,34.2
"36081009100","Census Tract 91, Queens County, New York",2796,2796,1999,797,1859,40.5
"36081009400","Census Tract 94, Queens County, New York",2834,2834,2208,626,467,34.2
"36081009500","Census Tract 95, Queens County, New York",2289,2289,1936,353,1828,36
"36081009600","Census Tract 96, Queens County, New York",3135,3135,2487,648,518,33.3
"36081009700","Census Tract 97, Queens County, New York",3580,3580,3167,413,2939,30.5
"36081009800","Census Tract 98, Queens County, New York",2688,2688,2233,455,331,33.6
"36081009900","Census Tract 99, Queens County, New York",3,3,3,0,1,52.5
"36081010000","Census Tract 100, Queens County, New York",3571,3571,2707,864,729,33.3
"36081010100","Census Tract 101, Queens County, New York",2552,2552,2107,445,2012,30.8
"36081010200","Census Tract 102, Queens County, New York",2677,2677,2029,648,437,34.6
