"GEOID10","NAME","TOTAL_POPULATION","HISP_LAT_TOTAL","HISP_LAT_NONHISPANIC_LATINO","HISP_LAT_HISPANIC_LATINO","TOTAL_POP_WHITE","MEDIAN_AGE"
"36047024600","Census Tract 246, Kings County, New York",3256,3256,2971,285,2185,30.5
"36047024700","Census Tract 247, Kings County, New York",2316,2316,2142,174,230,35.6
"36047024800","Census Tract 248, Kings County, New York",2698,2698,2389,309,1441,25.7
"36047024900","Census Tract 249, Kings County, New York",3823,3823,3500,323,427,36.3
"36047025000","Census Tract 250, Kings County, New York",1722,1722,1511,211,511,30
"36047025100","Census Tract 251, Kings County, New York",3816,3816,3088,728,370,31
"36047025200","Census Tract 252, Kings County, New York",4786,4786,4065,721,2457,33
"36047025300","Census Tract 253, Kings County, New York",2754,2754,2233,521,503,37.2
"36047025400","Census Tract 254, Kings County, New York",3500,3500,3131,369,1423,35
"36047025500","Census Tract 255, Kings County, New York",5102,5102,2382,2720,915,31.3
"36047025600","Census Tract 256, Kings County, New York",3058,3058,2866,192,1260,29.5
"36047025700","Census Tract 257, Kings County, New York",2131,2131,1029,1102,659,28.9
"36047025800","Census Tract 258, Kings County, New York",4597,4597,3840,757,2506,29.6
"36047025901","Census Tract 259.01, Kings County, New York",2010,2010,1107,903,436,28.3
"36047025902","Census Tract 259.02, Kings County, New York",3419,3419,1815,1604,531,26.2
"36047026000","Census Tract 260, Kings County, New York",3649,3649,3279,370,1664,40.5
"36047026100","Census Tract 261, Kings County, New York",4917,4917,3593,1324,699,31.7
"36047026200","Census Tract 262, Kings County, New York",2374,2374,2082,292,1050,24.3
"36047026300","Census Tract 263, Kings County, New York",1868,1868,1510,358,144,34.8
"36047026400","Census Tract 264, Kings County, New York",4592,4592,3632,960,2311,27.2
"36047026500","Census Tract 265, Kings County, New York",3838,3838,3278,560,270,34.2
"36047026600","Census Tract 266, Kings County, New York",3733,3733,3296,437,1993,48.5
"36047026700","Census Tract 267, Kings County, New York",3920,3920,3573,347,364,40.6
"36047026800","Census Tract 268, Kings County, New York",4188,4188,3584,604,2583,37
"36047026900","Census Tract 269, Kings County, New York",2770,2770,2541,229,241,38.3
"36047027000","Census Tract 270, Kings County, New York",2449,2449,2318,131,1684,42.5
"36047027100","Census Tract 271, Kings County, New York",2471,2471,2257,214,80,36.5
"36047027200","Census Tract 272, Kings County, New York",3480,3480,2842,638,1936,34
"36047027300","Census Tract 273, Kings County, New York",2813,2813,2646,167,160,37.3
"36047027400","Census Tract 274, Kings County, New York",3028,3028,2777,251,1647,40.5
"36047027500","Census Tract 275, Kings County, New York",4180,4180,3781,399,380,38
"36047027600","Census Tract 276, Kings County, New York",3694,3694,2957,737,1885,24.7
"36047027700","Census Tract 277, Kings County, New York",3945,3945,3590,355,164,31.5
"36047027800","Census Tract 278, Kings County, New York",3220,3220,2720,500,1935,30.5
"36047027900","Census Tract 279, Kings County, New York",3674,3674,3270,404,185,35
"36047028000","Census Tract 280, Kings County, New York",1761,1761,1521,240,931,29.5
"36047028100","Census Tract 281, Kings County, New York",4193,4193,2662,1531,562,28.8
"36047028200","Census Tract 282, Kings County, New York",2943,2943,2693,250,1850,32.5
"36047028300","Census Tract 283, Kings County, New York",4097,4097,2590,1507,600,30.8
"36047028400","Census Tract 284, Kings County, New York",4003,4003,3289,714,2372,30.8
"36047028501","Census Tract 285.01, Kings County, New York",428,428,179,249,135,30.8
"36047028502","Census Tract 285.02, Kings County, New York",2802,2802,1437,1365,497,33.8
"36047028600","Census Tract 286, Kings County, New York",4814,4814,4203,611,3098,32.4
"36047028700","Census Tract 287, Kings County, New York",2991,2991,1792,1199,593,33.2
"36047028800","Census Tract 288, Kings County, New York",3458,3458,2806,652,1766,39.5
"36047028900","Census Tract 289, Kings County, New York",3538,3538,2430,1108,426,32.8
"36047029000","Census Tract 290, Kings County, New York",3920,3920,3504,416,2873,31.5
"36047029100","Census Tract 291, Kings County, New York",3101,3101,2637,464,215,36.3
"36047029200","Census Tract 292, Kings County, New York",2539,2539,2127,412,1477,31.5
"36047029300","Census Tract 293, Kings County, New York",3106,3106,2660,446,131,37.6
"36047029400","Census Tract 294, Kings County, New York",2321,2321,2118,203,1524,51.1
"36047029500","Census Tract 295, Kings County, New York",3425,3425,3105,320,248,37.6
"36047029600","Census Tract 296, Kings County, New York",5546,5546,4990,556,3683,29.8
"36047029700","Census Tract 297, Kings County, New York",3344,3344,3139,205,243,36.3
"36047029800","Census Tract 298, Kings County, New York",3717,3717,3045,672,2028,34.5
"36047029900","Census Tract 299, Kings County, New York",2579,2579,2082,497,128,28.9
"36047030000","Census Tract 300, Kings County, New York",4120,4120,3701,419,1791,39.5
"36047030100","Census Tract 301, Kings County, New York",2750,2750,2425,325,165,32.6
"36047030200","Census Tract 302, Kings County, New York",4214,4214,3943,271,1921,40.5
"36047030300","Census Tract 303, Kings County, New York",4458,4458,3791,667,166,28
"36047030400","Census Tract 304, Kings County, New York",4281,4281,3835,446,2239,34.5
"36047030500","Census Tract 305, Kings County, New York",5549,5549,4665,884,1806,38.2
"36047030600","Census Tract 306, Kings County, New York",2005,2005,1675,330,1078,33.5
"36047030700","Census Tract 307, Kings County, New York",4544,4544,3907,637,192,31.2
"36047030800","Census Tract 308, Kings County, New York",1949,1949,1710,239,1323,35.5
"36047030900","Census Tract 309, Kings County, New York",1754,1754,1473,281,69,29.5
"36047031100","Census Tract 311, Kings County, New York",2833,2833,2561,272,161,33.3
"36047031300","Census Tract 313, Kings County, New York",4648,4648,4242,406,326,39.4
"36047031400","Census Tract 314, Kings County, New York",4544,4544,4083,461,3219,45
"36047031500","Census Tract 315, Kings County, New York",5175,5175,4676,499,600,37.4
"36047031701","Census Tract 317.01, Kings County, New York",3433,3433,3215,218,359,36.2
"36047031702","Census Tract 317.02, Kings County, New York",3363,3363,3029,334,568,38.5
"36047031900","Census Tract 319, Kings County, New York",3508,3508,3284,224,957,41.4
"36047032100","Census Tract 321, Kings County, New York",5001,5001,4087,914,530,37.7
"36047032300","Census Tract 323, Kings County, New York",3554,3554,3085,469,342,37.8
"36047032500","Census Tract 325, Kings County, New York",6405,6405,5963,442,340,35.9
"36047032600","Census Tract 326, Kings County, New York",6948,6948,4569,2379,1812,24.5
"36047032700","Census Tract 327, Kings County, New York",2924,2924,2567,357,387,38.5
"36047032800","Census Tract 328, Kings County, New York",3138,3138,2533,605,496,31.2
"36047032900","Census Tract 329, Kings County, New York",5582,5582,4796,786,1372,41
"36047033000","Census Tract 330, Kings County, New York",4587,4587,3354,1233,1355,27.9
"36047033100","Census Tract 331, Kings County, New York",4520,4520,4298,222,2738,40.9
"36047033300","Census Tract 333, Kings County, New York",4085,4085,3898,187,2663,42
"36047033500","Census Tract 335, Kings County, New York",3139,3139,3030,109,1938,45
"36047033600","Census Tract 336, Kings County, New York",4759,4759,4261,498,3971,42.8
"36047033700","Census Tract 337, Kings County, New York",4105,4105,3850,255,1976,42
"36047033900","Census Tract 339, Kings County, New York",4376,4376,4035,341,413,39.6
"36047034000","Census Tract 340, Kings County, New York",2248,2248,1669,579,1076,39.1
"36047034100","Census Tract 341, Kings County, New York",2607,2607,2383,224,230,40.8
"36047034200","Census Tract 342, Kings County, New York",6502,6502,4930,1572,2497,27.7
"36047034300","Census Tract 343, Kings County, New York",5281,5281,4246,1035,289,32.7
"36047034500","Census Tract 345, Kings County, New York",2647,2647,2455,192,54,34.4
"36047034700","Census Tract 347, Kings County, New York",3228,3228,2806,422,123,32.8
"36047034800","Census Tract 348, Kings County, New York",2537,2537,1235,1302,1040,31.3
"36047034900","Census Tract 349, Kings County, New York",5403,5403,4842,561,324,34.7
"36047035000","Census Tract 350, Kings County, New York",3296,3296,3266,30,3213,50.5
"36047035100","Census Tract 351, Kings County, New York",4597,4597,4027,570,859,34.8
"36047035200","Census Tract 352, Kings County, New York",1246,1246,1045,201,871,55.4
"36047035300","Census Tract 353, Kings County, New York",5161,5161,4489,672,841,34.4
"36047035400","Census Tract 354, Kings County, New York",6271,6271,6122,149,6012,50
"36047035500","Census Tract 355, Kings County, New York",5253,5253,4819,434,845,37.4
"36047035601","Census Tract 356.01, Kings County, New York",2912,2912,2824,88,2725,49.9
"36047035602","Census Tract 356.02, Kings County, New York",5271,5271,5139,132,5103,46.8
"36047035700","Census Tract 357, Kings County, New York",2506,2506,2041,465,129,29.6
"36047035900","Census Tract 359, Kings County, New York",5685,5685,4980,705,248,29.5
"36047036001","Census Tract 360.01, Kings County, New York",3217,3217,3089,128,3096,43.5
"36047036002","Census Tract 360.02, Kings County, New York",3930,3930,3735,195,3675,40.5
"36047036100","Census Tract 361, Kings County, New York",2608,2608,2142,466,142,34.5
"36047036200","Census Tract 362, Kings County, New York",4204,4204,2562,1642,2028,41
"36047036300","Census Tract 363, Kings County, New York",4108,4108,3524,584,128,31.9
"36047036400","Census Tract 364, Kings County, New York",2405,2405,1936,469,1445,38
"36047036501","Census Tract 365.01, Kings County, New York",2624,2624,2323,301,69,36
"36047036502","Census Tract 365.02, Kings County, New York",1255,1255,841,414,192,33.8
"36047036600","Census Tract 366, Kings County, New York",4767,4767,3528,1239,2515,48
"36047036700","Census Tract 367, Kings County, New York",1305,1305,803,502,201,31
"36047036900","Census Tract 369, Kings County, New York",4923,4923,3642,1281,437,30.7
"36047037000","Census Tract 370, Kings County, New York",4085,4085,3843,242,3017,40.5
"36047037100","Census Tract 371, Kings County, New York",4120,4120,3592,528,162,30.5
"36047037300","Census Tract 373, Kings County, New York",3784,3784,3136,648,252,33.7
"36047037401","Census Tract 374.01, Kings County, New York",4301,4301,4092,209,3630,33.5
"36047037402","Census Tract 374.02, Kings County, New York",4573,4573,4260,313,3701,40
"36047037500","Census Tract 375, Kings County, New York",2910,2910,2351,559,241,32
"36047037700","Census Tract 377, Kings County, New York",3660,3660,3282,378,187,35.3
"36047037900","Census Tract 379, Kings County, New York",3706,3706,3201,505,152,32.6
"36047038100","Census Tract 381, Kings County, New York",4763,4763,4135,628,229,33.6
"36047038200","Census Tract 382, Kings County, New York",5943,5943,3973,1970,1078,26.3
"36047038300","Census Tract 383, Kings County, New York",3931,3931,3539,392,165,35.7
"36047038500","Census Tract 385, Kings County, New York",3422,3422,2898,524,151,35.3
"36047038600","Census Tract 386, Kings County, New York",3477,3477,2917,560,2025,29.5
"36047038700","Census Tract 387, Kings County, New York",4010,4010,3184,826,393,34
"36047038800","Census Tract 388, Kings County, New York",3841,3841,3562,279,3266,27.2
"36047038900","Census Tract 389, Kings County, New York",2773,2773,918,1855,1144,32.4
"36047039000","Census Tract 390, Kings County, New York",2282,2282,2179,103,2077,31.5
"36047039100","Census Tract 391, Kings County, New York",2303,2303,633,1670,929,29.7
"36047039200","Census Tract 392, Kings County, New York",2756,2756,2561,195,2361,32.5
"36047039300","Census Tract 393, Kings County, New York",3549,3549,1440,2109,1176,35.4
"36047039400","Census Tract 394, Kings County, New York",2441,2441,2245,196,2230,44.3
"36047039500","Census Tract 395, Kings County, New York",3380,3380,1261,2119,1079,40.4
"36047039600","Census Tract 396, Kings County, New York",2126,2126,1967,159,1982,42.5
"36047039700","Census Tract 397, Kings County, New York",3389,3389,2198,1191,575,35.3
"36047039800","Census Tract 398, Kings County, New York",2644,2644,2010,634,1430,28.5
"36047039900","Census Tract 399, Kings County, New York",3823,3823,1965,1858,702,32.8
"36047040000","Census Tract 400, Kings County, New York",3069,3069,2459,610,1732,38
"36047040100","Census Tract 401, Kings County, New York",3518,3518,1935,1583,566,31
"36047040200","Census Tract 402, Kings County, New York",2740,2740,2349,391,1248,27.5
"36047040300","Census Tract 403, Kings County, New York",3538,3538,2445,1093,413,32.9
"36047040400","Census Tract 404, Kings County, New York",2551,2551,2243,308,1292,28
"36047040500","Census Tract 405, Kings County, New York",1480,1480,860,620,245,31.5
"36047040600","Census Tract 406, Kings County, New York",3184,3184,2849,335,1606,28.5
"36047040700","Census Tract 407, Kings County, New York",14,14,6,8,7,48.5
"36047040800","Census Tract 408, Kings County, New York",3566,3566,3004,562,1525,31
"36047040900","Census Tract 409, Kings County, New York",3752,3752,1081,2671,957,29.2
"36047041000","Census Tract 410, Kings County, New York",1773,1773,1608,165,1346,34.5
"36047041100","Census Tract 411, Kings County, New York",3302,3302,1708,1594,433,36
"36047041200","Census Tract 412, Kings County, New York",2929,2929,2539,390,1704,31.5
"36047041300","Census Tract 413, Kings County, New York",3822,3822,1727,2095,679,32.8
"36047041401","Census Tract 414.01, Kings County, New York",1351,1351,1223,128,1192,42
"36047041402","Census Tract 414.02, Kings County, New York",1612,1612,1550,62,1500,38.5
"36047041500","Census Tract 415, Kings County, New York",4064,4064,1803,2261,652,31.5
"36047041600","Census Tract 416, Kings County, New York",2324,2324,2174,150,2123,28.5
"36047041700","Census Tract 417, Kings County, New York",3609,3609,1062,2547,1102,30.4
"36047041800","Census Tract 418, Kings County, New York",2359,2359,2129,230,2057,26.6
"36047041900","Census Tract 419, Kings County, New York",3770,3770,967,2803,1066,31
"36047042000","Census Tract 420, Kings County, New York",1896,1896,1711,185,1676,26.5
"36047042100","Census Tract 421, Kings County, New York",3920,3920,1133,2787,1397,30.2
"36047042200","Census Tract 422, Kings County, New York",3568,3568,2918,650,2869,29.3
"36047042300","Census Tract 423, Kings County, New York",4217,4217,1041,3176,1767,31.7
"36047042400","Census Tract 424, Kings County, New York",3666,3666,3142,524,2124,36.5
"36047042500","Census Tract 425, Kings County, New York",3042,3042,812,2230,1324,26.1
"36047042600","Census Tract 426, Kings County, New York",4135,4135,3508,627,2175,22.9
"36047042700","Census Tract 427, Kings County, New York",5074,5074,1396,3678,2251,29
"36047042800","Census Tract 428, Kings County, New York",3857,3857,3575,282,2731,47.2
"36047042900","Census Tract 429, Kings County, New York",5630,5630,1172,4458,1892,29.3
"36047043000","Census Tract 430, Kings County, New York",3333,3333,2974,359,2115,39.5
"36047043100","Census Tract 431, Kings County, New York",5113,5113,1091,4022,1785,28.6
"36047043200","Census Tract 432, Kings County, New York",4250,4250,3325,925,2134,32.3
"36047043300","Census Tract 433, Kings County, New York",4064,4064,854,3210,1160,28.3
"36047043400","Census Tract 434, Kings County, New York",3433,3433,2925,508,2171,40
"36047043500","Census Tract 435, Kings County, New York",4463,4463,1181,3282,1228,33.3
"36047043600","Census Tract 436, Kings County, New York",4160,4160,3640,520,2664,33.3
"36047043700","Census Tract 437, Kings County, New York",5240,5240,1918,3322,1516,32.9
"36047043800","Census Tract 438, Kings County, New York",2481,2481,2263,218,2080,32
"36047043900","Census Tract 439, Kings County, New York",3829,3829,939,2890,1144,36.5
"36047044000","Census Tract 440, Kings County, New York",2880,2880,2576,304,2475,48.5
"36047044100","Census Tract 441, Kings County, New York",5643,5643,1350,4293,2089,29.8
"36047044200","Census Tract 442, Kings County, New York",2658,2658,2475,183,2480,36.3
"36047044300","Census Tract 443, Kings County, New York",5557,5557,1488,4069,2283,29.4
"36047044400","Census Tract 444, Kings County, New York",3336,3336,2998,338,2878,31
"36047044500","Census Tract 445, Kings County, New York",4446,4446,1622,2824,1554,31.8
"36047044600","Census Tract 446, Kings County, New York",1909,1909,1600,309,1068,29
"36047044700","Census Tract 447, Kings County, New York",2310,2310,1012,1298,1068,20.1
"36047044800","Census Tract 448, Kings County, New York",1915,1915,1800,115,1677,31.6
"36047044900","Census Tract 449, Kings County, New York",2932,2932,1654,1278,1172,33.8
"36047045000","Census Tract 450, Kings County, New York",673,673,626,47,634,0
"36047045200","Census Tract 452, Kings County, New York",2701,2701,2635,66,2596,37.5
"36047045300","Census Tract 453, Kings County, New York",2017,2017,999,1018,968,42.9
"36047045400","Census Tract 454, Kings County, New York",1852,1852,1680,172,1573,32.5
"36047045600","Census Tract 456, Kings County, New York",2357,2357,2210,147,1821,36
"36047045800","Census Tract 458, Kings County, New York",1490,1490,1455,35,1452,52
"36047046000","Census Tract 460, Kings County, New York",3729,3729,3356,373,2033,34.5
"36047046201","Census Tract 462.01, Kings County, New York",2632,2632,2393,239,2050,33
"36047046202","Census Tract 462.02, Kings County, New York",1803,1803,1630,173,1601,40.8
"36047046400","Census Tract 464, Kings County, New York",2838,2838,2690,148,2653,31
"36047046800","Census Tract 468, Kings County, New York",2054,2054,1986,68,1947,43
"36047047000","Census Tract 470, Kings County, New York",2886,2886,2851,35,2834,58
"36047047200","Census Tract 472, Kings County, New York",3141,3141,3104,37,3087,10
"36047047400","Census Tract 474, Kings County, New York",2969,2969,2931,38,2935,25.5
"36047047600","Census Tract 476, Kings County, New York",3646,3646,3486,160,3435,32
"36047047700","Census Tract 477, Kings County, New York",3318,3318,2784,534,2643,34.1
"36047047800","Census Tract 478, Kings County, New York",4848,4848,3891,957,3718,33
"36047048000","Census Tract 480, Kings County, New York",3769,3769,3209,560,2734,37.6
"36047048100","Census Tract 481, Kings County, New York",2778,2778,1925,853,1978,33.5
"36047048200","Census Tract 482, Kings County, New York",5331,5331,4658,673,2940,37.3
"36047048400","Census Tract 484, Kings County, New York",5481,5481,4658,823,4035,34.3
"36047048500","Census Tract 485, Kings County, New York",2510,2510,1625,885,1680,27.5
"36047048600","Census Tract 486, Kings County, New York",3568,3568,2593,975,1191,36.5
"36047048800","Census Tract 488, Kings County, New York",4395,4395,3686,709,2384,46.2
"36047048900","Census Tract 489, Kings County, New York",4039,4039,1662,2377,1177,26.1
"36047049000","Census Tract 490, Kings County, New York",5899,5899,5116,783,3781,40.8
"36047049100","Census Tract 491, Kings County, New York",6418,6418,3970,2448,2086,45
"36047049200","Census Tract 492, Kings County, New York",3495,3495,2769,726,1635,39.7
"36047049300","Census Tract 493, Kings County, New York",7625,7625,2713,4912,3484,28.9
"36047049400","Census Tract 494, Kings County, New York",5308,5308,4585,723,3204,43.7
"36047049500","Census Tract 495, Kings County, New York",2603,2603,1856,747,1907,32.8
"36047049600","Census Tract 496, Kings County, New York",4513,4513,3465,1048,2039,29.9
"36047049700","Census Tract 497, Kings County, New York",2645,2645,2423,222,2316,31.5
"36047049800","Census Tract 498, Kings County, New York",4232,4232,3509,723,2055,30.8
"36047049900","Census Tract 499, Kings County, New York",1753,1753,1525,228,1507,35.5
"36047050000","Census Tract 500, Kings County, New York",3474,3474,2957,517,2354,43.1
"36047050100","Census Tract 501, Kings County, New York",2786,2786,2317,469,2313,39.4
"36047050202","Census Tract 502.02, Kings County, New York",2201,2201,1922,279,1802,38.5
"36047050300","Census Tract 503, Kings County, New York",2582,2582,1867,715,1945,29
"36047050400","Census Tract 504, Kings County, New York",4527,4527,3742,785,2755,41.6
"36047050500","Census Tract 505, Kings County, New York",4163,4163,2051,2112,1735,38.6
"36047050600","Census Tract 506, Kings County, New York",6016,6016,3527,2489,1434,36.6
"36047050700","Census Tract 507, Kings County, New York",2288,2288,1741,547,1809,26.7
"36047050801","Census Tract 508.01, Kings County, New York",4080,4080,3215,865,314,35.3
"36047050803","Census Tract 508.03, Kings County, New York",2464,2464,2071,393,323,36.7
"36047050804","Census Tract 508.04, Kings County, New York",6250,6250,4182,2068,969,36.2
"36047050900","Census Tract 509, Kings County, New York",3694,3694,3374,320,3455,38.5
"36047051001","Census Tract 510.01, Kings County, New York",3926,3926,3305,621,282,34.6
"36047051002","Census Tract 510.02, Kings County, New York",4725,4725,3698,1027,454,35.8
"36047051100","Census Tract 511, Kings County, New York",3933,3933,2139,1794,1779,44
"36047051200","Census Tract 512, Kings County, New York",6398,6398,4844,1554,879,37.1
"36047051300","Census Tract 513, Kings County, New York",4332,4332,2413,1919,2676,32.9
"36047051400","Census Tract 514, Kings County, New York",7366,7366,5255,2111,1376,37.8
"36047051500","Census Tract 515, Kings County, New York",1372,1372,1139,233,1064,33.3
"36047051601","Census Tract 516.01, Kings County, New York",5732,5732,4593,1139,443,32.9
"36047051602","Census Tract 516.02, Kings County, New York",4028,4028,3200,828,382,35.7
"36047051700","Census Tract 517, Kings County, New York",1735,1735,1542,193,1445,33.5
"36047051800","Census Tract 518, Kings County, New York",3415,3415,2915,500,915,39.1
"36047051900","Census Tract 519, Kings County, New York",3564,3564,2886,678,2841,35
"36047052000","Census Tract 520, Kings County, New York",4228,4228,3333,895,1215,39.4
"36047052300","Census Tract 523, Kings County, New York",5469,5469,1926,3543,2824,37.5
"36047052500","Census Tract 525, Kings County, New York",3499,3499,2470,1029,2570,28
"36047052600","Census Tract 526, Kings County, New York",4357,4357,3654,703,1829,37.8
"36047052700","Census Tract 527, Kings County, New York",6629,6629,1809,4820,3058,32.6
"36047052800","Census Tract 528, Kings County, New York",1818,1818,1622,196,983,39.4
"36047052900","Census Tract 529, Kings County, New York",3979,3979,3664,315,3757,46.5
"36047053000","Census Tract 530, Kings County, New York",3465,3465,3077,388,2251,37.1
"36047053100","Census Tract 531, Kings County, New York",7027,7027,6756,271,6890,29
"36047053200","Census Tract 532, Kings County, New York",2579,2579,2360,219,1632,40.5
"36047053300","Census Tract 533, Kings County, New York",6566,6566,6408,158,6478,50.5
"36047053400","Census Tract 534, Kings County, New York",4383,4383,4038,345,2847,46.3
"36047053500","Census Tract 535, Kings County, New York",4348,4348,4034,314,4120,30.5
"36047053700","Census Tract 537, Kings County, New York",3575,3575,3537,38,3530,72.5
"36047053800","Census Tract 538, Kings County, New York",4473,4473,4186,287,3688,33.3
"36047053900","Census Tract 539, Kings County, New York",2756,2756,2396,360,2393,36.8
"36047054200","Census Tract 542, Kings County, New York",4450,4450,4043,407,3812,34.5
"36047054300","Census Tract 543, Kings County, New York",327,327,296,31,232,41.8
"36047054400","Census Tract 544, Kings County, New York",3406,3406,3315,91,2824,28
"36047054500","Census Tract 545, Kings County, New York",8008,8008,6054,1954,6225,28.9
"36047054600","Census Tract 546, Kings County, New York",4346,4346,4100,246,3713,35.6
"36047054700","Census Tract 547, Kings County, New York",5245,5245,4340,905,4186,28
"36047054800","Census Tract 548, Kings County, New York",1989,1989,1939,50,1902,35.5
"36047054900","Census Tract 549, Kings County, New York",3122,3122,2584,538,2517,30.8
"36047055000","Census Tract 550, Kings County, New York",3551,3551,3269,282,2999,39.8
"36047055100","Census Tract 551, Kings County, New York",4597,4597,2280,2317,2787,33.8
"36047055200","Census Tract 552, Kings County, New York",3498,3498,3255,243,2656,32.8
"36047055300","Census Tract 553, Kings County, New York",2596,2596,2033,563,1933,32.5
"36047055400","Census Tract 554, Kings County, New York",4216,4216,3818,398,3354,33.5
"36047055500","Census Tract 555, Kings County, New York",1959,1959,1631,328,1394,35.2
"36047055600","Census Tract 556, Kings County, New York",3712,3712,3554,158,3149,42.7
"36047055700","Census Tract 557, Kings County, New York",1655,1655,1453,202,1393,31.5
"36047055800","Census Tract 558, Kings County, New York",2390,2390,2181,209,1869,33.5
"36047056000","Census Tract 560, Kings County, New York",3493,3493,3343,150,3188,43.5
"36047056100","Census Tract 561, Kings County, New York",3295,3295,2928,367,2830,39.5
"36047056200","Census Tract 562, Kings County, New York",1654,1654,1632,22,1487,60.3
"36047056300","Census Tract 563, Kings County, New York",4360,4360,3203,1157,3144,40.8
"36047056400","Census Tract 564, Kings County, New York",2451,2451,2322,129,2025,40.2
"36047056500","Census Tract 565, Kings County, New York",3255,3255,2757,498,2753,33.8
"36047056600","Census Tract 566, Kings County, New York",2419,2419,2289,130,1706,39.3
"36047056800","Census Tract 568, Kings County, New York",1314,1314,1220,94,978,32.5
"36047056900","Census Tract 569, Kings County, New York",1630,1630,1456,174,1418,30.8
"36047057000","Census Tract 570, Kings County, New York",3384,3384,3130,254,2311,59.5
"36047057100","Census Tract 571, Kings County, New York",4400,4400,4169,231,4065,27.6
"36047057200","Census Tract 572, Kings County, New York",5443,5443,4006,1437,1344,25.4
"36047057300","Census Tract 573, Kings County, New York",2608,2608,2413,195,2312,32
"36047057400","Census Tract 574, Kings County, New York",2657,2657,2504,153,1451,33.5
"36047057500","Census Tract 575, Kings County, New York",4249,4249,3372,877,3395,34.6
"36047057600","Census Tract 576, Kings County, New York",2918,2918,2764,154,1463,33.3
"36047057800","Census Tract 578, Kings County, New York",3176,3176,2786,390,1951,33.5
"36047057900","Census Tract 579, Kings County, New York",1117,1117,643,474,710,34.3
"36047058000","Census Tract 580, Kings County, New York",3365,3365,3008,357,1778,30.7
"36047058200","Census Tract 582, Kings County, New York",2967,2967,2627,340,1895,29.5
"36047058400","Census Tract 584, Kings County, New York",3620,3620,3453,167,2816,29.5
"36047058600","Census Tract 586, Kings County, New York",2519,2519,2313,206,812,41.5
"36047058800","Census Tract 588, Kings County, New York",3245,3245,3013,232,2513,40.5
"36047058900","Census Tract 589, Kings County, New York",1904,1904,1782,122,1748,33.5
"36047059000","Census Tract 590, Kings County, New York",1899,1899,1651,248,877,50.1
"36047059100","Census Tract 591, Kings County, New York",3920,3920,3545,375,3531,33
"36047059200","Census Tract 592, Kings County, New York",3870,3870,3681,189,2596,37.5
"36047059300","Census Tract 593, Kings County, New York",2228,2228,1827,401,1885,34.5
"36047059401","Census Tract 594.01, Kings County, New York",7628,7628,7254,374,4836,34.7
"36047059402","Census Tract 594.02, Kings County, New York",4551,4551,4355,196,3681,34.9
"36047059600","Census Tract 596, Kings County, New York",2306,2306,2201,105,2013,50.5
"36047059800","Census Tract 598, Kings County, New York",3427,3427,3218,209,2862,42.7
"36047060000","Census Tract 600, Kings County, New York",6067,6067,5683,384,5185,38.7
"36047060600","Census Tract 606, Kings County, New York",2555,2555,2328,227,1958,52.8
"36047060800","Census Tract 608, Kings County, New York",3574,3574,3341,233,2957,36
"36047061002","Census Tract 610.02, Kings County, New York",4508,4508,4435,73,4402,47.5
"36047061003","Census Tract 610.03, Kings County, New York",1984,1984,1182,802,751,38.5
"36047061004","Census Tract 610.04, Kings County, New York",6447,6447,6048,399,5816,40.5
"36047061200","Census Tract 612, Kings County, New York",1076,1076,1051,25,1042,40.5
"36047061600","Census Tract 616, Kings County, New York",1656,1656,1615,41,1585,75.8
"36047062000","Census Tract 620, Kings County, New York",1850,1850,1821,29,1787,38
"36047062200","Census Tract 622, Kings County, New York",3252,3252,3005,247,2722,24
"36047062600","Census Tract 626, Kings County, New York",2788,2788,2467,321,1854,31.1
"36047062800","Census Tract 628, Kings County, New York",5226,5226,4858,368,4937,43.5
"36047063200","Census Tract 632, Kings County, New York",1447,1447,1337,110,1291,29.8
"36047063600","Census Tract 636, Kings County, New York",1236,1236,1121,115,1111,36.5
"36047063800","Census Tract 638, Kings County, New York",1524,1524,1444,80,1326,44.5
"36047064000","Census Tract 640, Kings County, New York",1599,1599,1481,118,1408,22.5
"36047064200","Census Tract 642, Kings County, New York",2518,2518,2272,246,2167,27.8
"36047064400","Census Tract 644, Kings County, New York",2528,2528,2300,228,2093,29.7
"36047064600","Census Tract 646, Kings County, New York",2189,2189,2018,171,1807,44.1
"36047064800","Census Tract 648, Kings County, New York",1945,1945,1749,196,1264,30.3
"36047065000","Census Tract 650, Kings County, New York",1389,1389,1174,215,530,35.2
"36047065200","Census Tract 652, Kings County, New York",1232,1232,1098,134,959,34
"36047065400","Census Tract 654, Kings County, New York",1607,1607,1509,98,1472,55.5
"36047065600","Census Tract 656, Kings County, New York",1708,1708,1586,122,1535,20.5
"36047065800","Census Tract 658, Kings County, New York",1762,1762,1635,127,1552,24.5
"36047066000","Census Tract 660, Kings County, New York",1773,1773,1603,170,1589,27.5
"36047066200","Census Tract 662, Kings County, New York",1411,1411,1218,193,1118,31
"36047066600","Census Tract 666, Kings County, New York",0,0,0,0,0,0
"36047067000","Census Tract 670, Kings County, New York",2680,2680,2347,333,845,33.5
"36047067200","Census Tract 672, Kings County, New York",1422,1422,1216,206,242,34.5
"36047067400","Census Tract 674, Kings County, New York",1964,1964,1755,209,445,35.7
"36047067600","Census Tract 676, Kings County, New York",1657,1657,1519,138,220,38.2
"36047067800","Census Tract 678, Kings County, New York",2660,2660,2542,118,397,35.6
